id,title,genre,year,users_rating
100995,Singa Karawang Bekasi,Drama,2003,6.1
100996,Tusuk Jelangkung,Horror,2003,6.0
100997,Untukmu,Drama,2003,6.2
100998,5 Sehat 4 Sempurna,Comedy,2002,6.0
100999,Aku Ingin Menciummu Sekali Saja,Comedy,2002,6.6
101000,Andai Ia Tahu,Comedy,2002,6.0
101001,Arwah yang Kembali,Drama,2002,5.8
101002,Bendera,Family,2002,7.1
101003,Beth,Drama,2002,6.1
101004,Ca-bau-kan,Drama,2002,7.4
101005,Eliana  Eliana,Drama,2002,6.8
101006,Kafir,Horror,2002,4.2
101007,Titik Hitam,Drama,2002,4.7
101008,What's Up with Love?,Drama,2002,7.8
101009,Jakarta Project,Null,2001,4.9
101010,Joshua Oh Joshua,Comedy,2001,6.4
101011,Marsinah,Drama,2001,7.5
101012,Pasir Berbisik,Drama,2001,7.2
101013,The Uninvited,Horror,2001,6.6
101014,Tragedi,Action,2001,4.1
101015,Viva Indonesia,Null,2001,7.2
101016,Petualangan Sherina,Adventure,2000,7.8
101017,Reinkarnasi,Action,2000,6.3
101018,Telegram,Drama,2000,6.1
101020,wakwaw,comedy,2020,5.5
101021,saluna,horor,2026,1.0
